kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
0,4,0,2978,117850.0,1.0,0.7387,30,1470,1470,-1508,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,43628.07,66.37312
1,4,0,3346,187776.0,1.0,0.4925,30,2340,2340,-1006,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,69514.6752,105.755443
2,4,0,2162,117189.0,1.0,0.7388,30,1470,1470,-692,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,43383.3678,66.000845
3,4,0,3557,118835.0,1.0,0.4925,30,1470,1470,-2087,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,43992.717,66.927872
4,4,0,3092,247151.0,1.0,0.7388,30,3060,3060,-32,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,91495.3002,139.195443
5,4,0,2030,257213.0,1.0,0.3923,30,3180,3180,1150,0.3667,1,0,0,0.466148,0.052987,0.020833,0.908081,0.626055,95220.2526,144.862362
6,4,0,2701,267950.0,1.0,0.4532,30,3330,3330,629,0.1834,1,0,0,0.497758,0.02372,0.020833,0.969659,0.7232,99195.09,150.90944
7,4,0,3469,174159.0,1.0,0.2462,30,2160,2160,-1309,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,64473.6618,98.086349
8,4,1800,4324,256314.0,1.0,0.4483,1830,4980,3180,656,0.2033,1,0,0,0.495708,0.026557,0.020833,0.965665,0.7154,94887.4428,144.356045
9,4,1800,4398,264553.0,1.0,0.4472,1830,5070,3270,672,0.2097,1,0,0,0.495163,0.027142,0.020833,0.964604,0.713598,97937.5206,148.99625
10,4,1800,3765,190092.0,1.0,0.2321,1830,4170,2370,405,0.1687,1,0,0,0.25127,0.008732,0.010417,0.978975,0.740815,70372.0584,107.059814
11,4,1800,3714,210917.0,1.0,0.6493,1830,4410,2610,696,0.2738,1,0,0,0.733755,0.053193,0.03125,0.952928,0.690757,78081.4734,118.788454
12,4,1800,4098,271659.0,1.0,0.615,1830,5160,3360,1062,0.3199,1,0,0,0.714805,0.068562,0.03125,0.928318,0.654248,100568.1618,152.998349
13,4,1800,4965,226333.0,1.0,0.2462,1830,4620,2820,-345,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,83788.4766,127.470746
14,4,1800,3722,240105.0,1.0,0.3978,1830,4770,2970,1048,0.352,1,0,0,0.469588,0.050961,0.020833,0.914781,0.634777,88886.871,135.227136
15,4,1800,5208,294140.0,1.0,0.4853,1830,5430,3630,222,0.066,1,0,0,0.510439,0.00429,0.020833,0.994362,0.77444,108890.628,165.659648
16,4,3600,6768,235584.0,1.0,0.7387,3630,6510,2910,-258,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,87213.1968,132.680909
17,4,3600,6240,138927.0,1.0,0.4925,3630,5340,1740,-900,0.0,0,0,0,0.513333,0.0,0.020833,1.0,0.785904,51430.7754,78.243686
18,4,3600,6384,199558.0,1.0,0.2462,3630,6090,2490,-294,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,73876.3716,112.391066
19,4,3600,6630,130858.0,1.0,0.7388,3630,5220,1620,-1410,0.0,0,0,0,0.77,0.0,0.03125,1.0,0.785904,48443.6316,73.699226
20,4,3600,6060,284506.0,1.0,0.6226,3630,7140,3540,1080,0.3079,1,0,0,0.719072,0.065217,0.03125,0.93386,0.662345,105324.1212,160.233779
21,4,3600,5986,293502.0,1.0,0.3975,3630,7230,3630,1244,0.3456,1,0,0,0.469037,0.05066,0.020833,0.913708,0.634378,108654.4404,165.300326
22,4,3600,5537,281108.0,1.0,0.3542,3630,7080,3480,1543,0.4465,1,0,0,0.442129,0.067117,0.020833,0.86129,0.565178,104066.1816,158.320026
23,4,3600,5741,193911.0,1.0,0.7182,3630,6000,2400,259,0.1099,1,0,0,0.761864,0.012431,0.03125,0.989433,0.764024,71785.8522,109.210675
24,4,5400,8436,192588.0,1.0,0.2462,5430,7800,2400,-636,0.0,0,0,0,0.256667,0.0,0.010417,1.0,0.785904,71296.0776,108.465562
25,4,5400,7608,195141.0,1.0,0.2417,5430,7830,2430,222,0.0905,1,0,0,0.254823,0.002679,0.010417,0.992819,0.771473,72241.1982,109.903411
