kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
0,4,0,2978,117850.0,1.0,1.4058,30,1470,1470,-1508,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,43628.07,66.37312
1,4,0,3346,187776.0,1.0,0.9372,30,2340,2340,-1006,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,69514.6752,105.755443
2,4,0,2162,117189.0,1.0,1.4058,30,1470,1470,-692,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,43383.3678,66.000845
3,4,0,3557,118835.0,1.0,0.9372,30,1470,1470,-2087,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,43992.717,66.927872
4,4,0,3092,247151.0,1.0,1.4058,30,3060,3060,-32,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,91495.3002,139.195443
5,4,0,2030,257213.0,1.0,0.6816,30,3180,3180,1150,0.3667,1,0,0,0.681648,0.0,0.0,0.727324,0.687006,95220.2526,144.862362
6,4,0,2701,267950.0,1.0,0.8356,30,3330,3330,629,0.1834,1,0,0,0.835645,0.0,0.0,0.89164,0.842214,99195.09,150.90944
7,4,0,3469,174159.0,1.0,0.4686,30,2160,2160,-1309,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,64473.6618,98.086349
8,4,1800,4324,256314.0,1.0,0.8223,1830,4980,3180,656,0.2033,1,0,0,0.822276,0.0,0.0,0.877375,0.82874,94887.4428,144.356045
9,4,1800,4398,264553.0,1.0,0.8187,1830,5070,3270,672,0.2097,1,0,0,0.818724,0.0,0.0,0.873586,0.825161,97937.5206,148.99625
10,4,1800,3765,190092.0,1.0,0.4334,1830,4170,2370,405,0.1687,1,0,0,0.433414,0.0,0.0,0.924912,0.873642,70372.0584,107.059814
11,4,1800,3714,210917.0,1.0,1.1722,1830,4410,2610,696,0.2738,1,0,0,1.172182,0.0,0.0,0.833818,0.787598,78081.4734,118.788454
12,4,1800,4098,271659.0,1.0,1.0796,1830,5160,3360,1062,0.3199,1,0,0,1.079558,0.0,0.0,0.767931,0.725363,100568.1618,152.998349
13,4,1800,4965,226333.0,1.0,0.4686,1830,4620,2820,-345,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,83788.4766,127.470746
14,4,1800,3722,240105.0,1.0,0.6953,1830,4770,2970,1048,0.352,1,0,0,0.695324,0.0,0.0,0.741916,0.70079,88886.871,135.227136
15,4,1800,5208,294140.0,1.0,0.9183,1830,5430,3630,222,0.066,1,0,0,0.918329,0.0,0.0,0.979864,0.925548,108890.628,165.659648
16,4,3600,6768,235584.0,1.0,1.4058,3630,6510,2910,-258,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,87213.1968,132.680909
17,4,3600,6240,138927.0,1.0,0.9372,3630,5340,1740,-900,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,51430.7754,78.243686
18,4,3600,6384,199558.0,1.0,0.4686,3630,6090,2490,-294,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,73876.3716,112.391066
19,4,3600,6630,130858.0,1.0,1.4058,3630,5220,1620,-1410,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,48443.6316,73.699226
20,4,3600,6060,284506.0,1.0,1.0958,3630,7140,3540,1080,0.3079,1,0,0,1.095792,0.0,0.0,0.779479,0.736271,105324.1212,160.233779
21,4,3600,5986,293502.0,1.0,0.6899,3630,7230,3630,1244,0.3456,1,0,0,0.689913,0.0,0.0,0.736143,0.695337,108654.4404,165.300326
22,4,3600,5537,281108.0,1.0,0.5998,3630,7080,3480,1543,0.4465,1,0,0,0.599813,0.0,0.0,0.640006,0.604529,104066.1816,158.320026
23,4,3600,5741,193911.0,1.0,1.3527,3630,6000,2400,259,0.1099,1,0,0,1.352747,0.0,0.0,0.962261,0.908921,71785.8522,109.210675
24,4,5400,8436,192588.0,1.0,0.4686,5430,7800,2400,-636,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,71296.0776,108.465562
25,4,5400,7608,195141.0,1.0,0.4566,5430,7830,2430,222,0.0905,1,0,0,0.456581,0.0,0.0,0.974352,0.920341,72241.1982,109.903411
26,4,5400,8893,212900.0,1.0,1.4058,5430,8040,2640,-853,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,78815.58,119.90528
27,4,5400,8699,187430.0,1.0,0.4686,5430,7740,2340,-959,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,69386.586,105.560576
28,4,5400,7375,225953.0,1.0,1.1299,5430,8190,2790,815,0.3006,1,0,0,1.129881,0.0,0.0,0.803728,0.759176,83647.8006,127.25673
29,4,5400,8698,162473.0,1.0,1.4058,5430,7410,2010,-1288,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,60147.5046,91.504794
30,4,5400,8715,187043.0,1.0,1.4058,5430,7710,2310,-1005,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,69243.3186,105.342618
31,4,5400,7719,177496.0,1.0,1.4058,5430,7620,2220,-99,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,65709.0192,99.965747
32,4,7200,10146,147911.0,1.0,1.4058,7230,9030,1830,-1116,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,54756.6522,83.303475
33,4,7200,9360,127950.0,1.0,1.4058,7230,8790,1590,-570,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,47367.09,72.06144
34,4,7200,10435,260980.0,1.0,0.4686,7230,10440,3240,5,0.0033,1,0,0,0.468574,0.0,0.0,0.999945,0.944516,96614.796,146.983936
35,4,7200,10197,257385.0,1.0,1.3832,7230,10380,3180,183,0.0649,1,0,0,1.383165,0.0,0.0,0.983899,0.929359,95283.927,144.959232
36,4,7200,9499,194313.0,1.0,1.3945,7230,9600,2400,101,0.0491,1,0,0,1.394537,0.0,0.0,0.991988,0.937,71934.6726,109.437082
37,4,7200,9826,256146.0,1.0,0.8488,7230,10380,3180,554,0.1743,1,0,0,0.848831,0.0,0.0,0.905709,0.855504,94825.2492,144.261427
38,4,7200,9067,201121.0,1.0,0.7987,7230,9690,2490,623,0.2506,1,0,0,0.798736,0.0,0.0,0.852258,0.805015,74454.9942,113.271347
39,4,7200,9206,127959.0,1.0,0.4686,7230,8790,1590,-416,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,47370.4218,72.066509
40,4,9000,11978,187923.0,1.0,1.4058,9030,11340,2340,-638,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,69569.0946,105.838234
41,4,9000,11817,194219.0,1.0,1.4058,9030,11400,2400,-417,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,71899.8738,109.384141
42,4,9000,11834,115839.0,1.0,1.4058,9030,10440,1440,-1394,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,42883.5978,65.240525
43,4,9000,11796,226944.0,1.0,0.9369,9030,11820,2820,24,0.0037,1,0,0,0.93693,0.0,0.0,0.999711,0.944295,84014.6688,127.814861
44,4,9000,12231,118113.0,1.0,0.9372,9030,10470,1470,-1761,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,43725.4326,66.521242
45,4,9000,10855,160790.0,1.0,0.9232,9030,11010,2010,155,0.0777,1,0,0,0.923164,0.0,0.0,0.985024,0.930422,59524.458,90.556928
46,4,9000,12569,169500.0,1.0,0.9372,9030,11100,2100,-1469,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,62748.9,95.4624
47,4,9000,11535,142917.0,1.0,0.4686,9030,10770,1770,-765,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,52907.8734,80.490854
48,4,10800,12662,298534.0,1.0,0.8191,10830,14490,3690,1828,0.4951,1,0,0,0.819091,0.0,0.0,0.582651,0.550353,110517.2868,168.134349
49,4,10800,12705,146788.0,1.0,1.4058,10830,12630,1830,-75,0.0,0,0,0,1.4058,0.0,0.0,1.0,0.944568,54340.9176,82.671002
50,4,10800,14252,271135.0,1.0,0.4686,10830,14160,3360,-92,0.0,0,0,0,0.4686,0.0,0.0,1.0,0.944568,100374.177,152.703232
51,4,10800,13792,158719.0,1.0,0.9372,10830,12780,1980,-1012,0.0,0,0,0,0.9372,0.0,0.0,1.0,0.944568,58757.7738,89.390541
