kid,depth,arrival_s,deadline_s,delivered_images,delivery_fraction,utility,first_delivery_s,completion_s,completion_delay_s,lateness_s,late_image_fraction,deadline_violated,dropped,rejected,u_quality,u_tardiness,u_cost,u_coverage_gain,u_norm,enc_energy_j,tx_energy_j
0,16,0,2978,117850.0,1.0,1.4883,30,1470,1470,-1508,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,43628.07,265.49248
1,16,0,3346,187776.0,1.0,0.9922,30,2340,2340,-1006,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,69514.6752,423.021773
2,16,0,2162,117189.0,1.0,1.4883,30,1470,1470,-692,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,43383.3678,264.003379
3,16,0,3557,118835.0,1.0,0.9922,30,1470,1470,-2087,0.0,0,0,0,0.9922,0.0,0.0,1.0,1.0,43992.717,267.711488
4,16,0,3092,247151.0,1.0,1.4883,30,3060,3060,-32,0.0,0,0,0,1.4883,0.0,0.0,1.0,1.0,91495.3002,556.781773
5,16,0,2030,257213.0,1.0,0.7217,30,3180,3180,1150,0.3667,1,0,0,0.721651,0.0,0.0,0.727324,0.727324,95220.2526,579.449446
6,16,0,2701,267950.0,1.0,0.8847,30,3330,3330,629,0.1834,1,0,0,0.884685,0.0,0.0,0.89164,0.89164,99195.09,603.63776
7,16,0,3469,174159.0,1.0,0.4961,30,2700,2700,-769,0.0,0,0,0,0.4961,0.0,0.0,1.0,1.0,64473.6618,392.345395
8,16,1800,4324,256314.0,1.0,0.8705,1830,4980,3180,656,0.2033,1,0,0,0.870531,0.0,0.0,0.877375,0.877375,94887.4428,577.424179
9,16,1800,4398,264553.0,1.0,0.5977,3480,5280,3480,882,0.5899,1,0,0,0.597745,0.0,0.0,0.602444,0.602444,97937.5206,595.984998
10,16,1800,3765,190092.0,1.0,0.4588,2700,4170,2370,405,0.1687,1,0,0,0.458849,0.0,0.0,0.924912,0.924912,70372.0584,428.239258
11,16,1800,3714,210917.0,1.0,1.241,1830,4410,2610,696,0.2738,1,0,0,1.240972,0.0,0.0,0.833818,0.833818,78081.4734,475.153818
12,16,1800,4098,271659.0,1.0,1.1429,1830,5160,3360,1062,0.3199,1,0,0,1.142912,0.0,0.0,0.767931,0.767931,100568.1618,611.993395
13,16,1800,4965,226333.0,1.0,0.4759,1830,5160,3360,195,0.1486,1,0,0,0.475944,0.0,0.0,0.959372,0.959372,83788.4766,509.882982
14,16,1800,3722,240105.0,1.0,0.383,1830,5040,3240,1318,0.7366,1,0,0,0.383009,0.0,0.0,0.38602,0.38602,88886.871,540.908544
