0,0,1587,100.0,0,7040,,"gs=Sao-Paulo,model=8x8x1,image=0,rq_node=0,ac_node=1587,compute_delay_ns=0"
1,0,1587,100.0,1007040,7040,,"gs=Sao-Paulo,model=8x8x1,image=1,rq_node=0,ac_node=1587,compute_delay_ns=0"
2,0,1587,100.0,2014080,7040,,"gs=Sao-Paulo,model=8x8x1,image=2,rq_node=0,ac_node=1587,compute_delay_ns=0"
3,0,1587,100.0,3021120,7040,,"gs=Sao-Paulo,model=8x8x1,image=3,rq_node=0,ac_node=1587,compute_delay_ns=0"
4,0,1587,100.0,4028160,7040,,"gs=Sao-Paulo,model=8x8x1,image=4,rq_node=0,ac_node=1587,compute_delay_ns=0"
5,0,1587,100.0,5035200,7040,,"gs=Sao-Paulo,model=8x8x1,image=5,rq_node=0,ac_node=1587,compute_delay_ns=0"
6,0,1587,100.0,6042240,7040,,"gs=Sao-Paulo,model=8x8x1,image=6,rq_node=0,ac_node=1587,compute_delay_ns=0"
7,0,1587,100.0,7049280,7040,,"gs=Sao-Paulo,model=8x8x1,image=7,rq_node=0,ac_node=1587,compute_delay_ns=0"
8,0,1587,100.0,8056320,7040,,"gs=Sao-Paulo,model=8x8x1,image=8,rq_node=0,ac_node=1587,compute_delay_ns=0"
9,0,1587,100.0,9063360,7040,,"gs=Sao-Paulo,model=8x8x1,image=9,rq_node=0,ac_node=1587,compute_delay_ns=0"
10,0,1587,100.0,10070400,7040,,"gs=Sao-Paulo,model=8x8x1,image=10,rq_node=0,ac_node=1587,compute_delay_ns=0"
11,0,1587,100.0,11077440,7040,,"gs=Sao-Paulo,model=8x8x1,image=11,rq_node=0,ac_node=1587,compute_delay_ns=0"
12,0,1587,100.0,12084480,7040,,"gs=Sao-Paulo,model=8x8x1,image=12,rq_node=0,ac_node=1587,compute_delay_ns=0"
13,0,1587,100.0,13091520,7040,,"gs=Sao-Paulo,model=8x8x1,image=13,rq_node=0,ac_node=1587,compute_delay_ns=0"
14,0,1587,100.0,14098560,7040,,"gs=Sao-Paulo,model=8x8x1,image=14,rq_node=0,ac_node=1587,compute_delay_ns=0"
15,0,1587,100.0,15105600,7040,,"gs=Sao-Paulo,model=8x8x1,image=15,rq_node=0,ac_node=1587,compute_delay_ns=0"
16,0,1587,100.0,16112640,7040,,"gs=Sao-Paulo,model=8x8x1,image=16,rq_node=0,ac_node=1587,compute_delay_ns=0"
17,0,1587,100.0,17119680,7040,,"gs=Sao-Paulo,model=8x8x1,image=17,rq_node=0,ac_node=1587,compute_delay_ns=0"
18,0,1587,100.0,18126720,7040,,"gs=Sao-Paulo,model=8x8x1,image=18,rq_node=0,ac_node=1587,compute_delay_ns=0"
19,0,1587,100.0,19133760,7040,,"gs=Sao-Paulo,model=8x8x1,image=19,rq_node=0,ac_node=1587,compute_delay_ns=0"
20,0,1587,100.0,20140800,7040,,"gs=Sao-Paulo,model=8x8x1,image=20,rq_node=0,ac_node=1587,compute_delay_ns=0"
21,0,1587,100.0,21147840,7040,,"gs=Sao-Paulo,model=8x8x1,image=21,rq_node=0,ac_node=1587,compute_delay_ns=0"
22,0,1587,100.0,22154880,7040,,"gs=Sao-Paulo,model=8x8x1,image=22,rq_node=0,ac_node=1587,compute_delay_ns=0"
23,0,1587,100.0,23161920,7040,,"gs=Sao-Paulo,model=8x8x1,image=23,rq_node=0,ac_node=1587,compute_delay_ns=0"
24,0,1587,100.0,24168960,7040,,"gs=Sao-Paulo,model=8x8x1,image=24,rq_node=0,ac_node=1587,compute_delay_ns=0"
25,0,1587,100.0,25176000,7040,,"gs=Sao-Paulo,model=8x8x1,image=25,rq_node=0,ac_node=1587,compute_delay_ns=0"
26,0,1587,100.0,26183040,7040,,"gs=Sao-Paulo,model=8x8x1,image=26,rq_node=0,ac_node=1587,compute_delay_ns=0"
27,0,1587,100.0,27190080,7040,,"gs=Sao-Paulo,model=8x8x1,image=27,rq_node=0,ac_node=1587,compute_delay_ns=0"
28,0,1587,100.0,28197120,7040,,"gs=Sao-Paulo,model=8x8x1,image=28,rq_node=0,ac_node=1587,compute_delay_ns=0"
29,0,1587,100.0,29204160,7040,,"gs=Sao-Paulo,model=8x8x1,image=29,rq_node=0,ac_node=1587,compute_delay_ns=0"
30,0,1587,100.0,30211200,7040,,"gs=Sao-Paulo,model=8x8x1,image=30,rq_node=0,ac_node=1587,compute_delay_ns=0"
31,0,1587,100.0,31218240,7040,,"gs=Sao-Paulo,model=8x8x1,image=31,rq_node=0,ac_node=1587,compute_delay_ns=0"
32,0,1587,100.0,32225280,7040,,"gs=Sao-Paulo,model=8x8x1,image=32,rq_node=0,ac_node=1587,compute_delay_ns=0"
33,0,1587,100.0,33232320,7040,,"gs=Sao-Paulo,model=8x8x1,image=33,rq_node=0,ac_node=1587,compute_delay_ns=0"
